name,address,tel,business_hours,url,spot
ちちてつ長瀞駅売店,埼玉県秩父郡長瀞町長瀞528-2,048-525-2283,10：00～16：00（火・水定休）,https://tabi-sake.com/shop/%e7%a7%a9%e7%88%b6%e9%95%b7%e7%80%9e%e3%80%80%e3%81%a1%e3%81%a1%e3%81%a6%e3%81%a4%e9%95%b7%e7%80%9e%e5%a3%b2%e5%ba%97/,12.秩父・長瀞
SLパレオエクスプレス車内販売,埼玉県　株式会社秩鉄商事,048-525-2283,4月上旬～12月上旬の土休日を中心に運行,https://tabi-sake.com/shop/%e7%a7%a9%e7%88%b6%e9%95%b7%e7%80%9e%e3%80%80sl%e3%83%91%e3%83%ac%e3%82%aa%e3%82%a8%e3%82%af%e3%82%b9%e3%83%97%e3%83%ac%e3%82%b9%e8%bb%8a%e5%86%85%e8%b2%a9%e5%a3%b2/,12.秩父・長瀞
西武秩父駅前温泉 祭の湯,埼玉県秩父市野坂町1-16-15,0494-22-7111,10：00～20：30,https://tabi-sake.com/shop/%e7%a7%a9%e7%88%b6%e3%83%bb%e9%95%b7%e7%80%9e%e3%80%80/,12.秩父・長瀞
道の駅はなぞの,埼玉県深谷市小前田458-1　道の駅はなぞの,048-584-522,8:00～19:00,https://tabi-sake.com/shop/12michinoekihanazono/,12.秩父・長瀞
八木橋商店,山形県尾花沢市銀山新畑448,0237-28-2035,8:30-18:30※5月～10月の土曜日のみ　8:30-21:00,https://tabi-sake.com/shop/%e9%8a%80%e5%b1%b1%e6%b8%a9%e6%b3%89%e3%80%80%e5%85%ab%e6%9c%a8%e6%a9%8b%e5%95%86%e5%ba%97/,13.銀山温泉
さくらんぼ（山形空港ビル内）,山形県東根市大字羽入字柏原新林3008番（山形空港ビル内　1階・2階　売店） ,0237-47-2111,,https://tabi-sake.com/shop/%e9%8a%80%e5%b1%b1%e6%b8%a9%e6%b3%89%e3%80%80%e3%81%95%e3%81%8f%e3%82%89%e3%82%93%e3%81%bc%ef%bc%88%e5%b1%b1%e5%bd%a2%e7%a9%ba%e6%b8%af%e3%83%93%e3%83%ab%e5%86%85%ef%bc%89/,13.銀山温泉
銀山温泉観光センター　大正ろまん館,山形県尾花沢市大字上柳渡戸字十分一364-3,0237-53-6727,無休　（8：30～17：30）,https://tabi-sake.com/shop/%e9%8a%80%e5%b1%b1%e6%b8%a9%e6%b3%89%e3%80%80%e9%8a%80%e5%b1%b1%e6%b8%a9%e6%b3%89%e8%a6%b3%e5%85%89%e3%82%bb%e3%83%b3%e3%82%bf%e3%83%bc%e3%80%80%e5%a4%a7%e6%ad%a3%e3%82%8d%e3%81%be%e3%82%93%e9%a4%a8/,13.銀山温泉
大石田駅舎店,山形県北村山郡大石田町駅前通り1番地2,0237-36-1515,無休　（7：00～19：30）,https://tabi-sake.com/shop/%e9%8a%80%e5%b1%b1%e6%b8%a9%e6%b3%89%e3%80%80%e5%a4%a7%e7%9f%b3%e7%94%b0%e9%a7%85%e8%88%8e%e5%ba%97/,13.銀山温泉
酒のクサカベ,山形県西村山郡河北町谷地月山堂683-1　酒のクサカベ,0237-72-2197,9:00～20:00　水曜日定休,https://tabi-sake.com/shop/13sakenokusakabe/,13.銀山温泉
さのや,山形県天童市北久野本二丁目7-46　さのや,023-654-3083,9:30～19:00（日曜日は9:00～18:00、水曜日定休）,https://tabi-sake.com/shop/13tendo_sanoya/,13.銀山温泉
道の駅 河北,山形県西村山郡河北町谷地字真木335-1　道の駅 河北,0237-72–2870 ,9:00～17:00,https://tabi-sake.com/shop/13michinoekikahoku/,13.銀山温泉
あづまばし 四方酒店,東京都台東区雷門2-1-14　浅草 四方酒店,03-3844-0679,10:00～17:30　不定休,https://tabi-sake.com/shop/2721/,14.東京
KOTOBUKI,東京都台東区西浅草 2-8-６ オークタウン西浅草 １階,03-3843-8610,11:00～23:00、水曜日定休,https://tabi-sake.com/shop/14%e6%b5%85%e8%8d%89%e3%80%80kotobuki/,14.東京
川島商店,東京都国立市東1-6-27　川島商店,042-572-0036,10:00～21:30,https://tabi-sake.com/shop/14kawashimasyouten/,14.東京
西荻窪 三ツ矢酒店,東京都杉並区西荻南2-28-15　三ツ矢酒店,03-3334-7447,9:30～21:00（日・祝は20:00）木曜定休,https://tabi-sake.com/shop/14%e4%b8%89%e3%83%84%e7%9f%a2%e9%85%92%e5%ba%97/,14.東京
ESPOA宏川屋,東京都青梅市勝沼1-27　宏川屋酒店,0428-24-2669,10:00～21:00　日曜定休（7・12月を除く）,https://tabi-sake.com/shop/14espoa%e5%ae%8f%e5%b7%9d%e5%b1%8b/,14.東京
株式会社 丸徳青木商店,東京都大田区西蒲田5-10-8　丸徳青木商店,03-3733-9331,9:00～21:00、火曜日定休,https://tabi-sake.com/shop/14marutokuaokisyouten/,14.東京
かきぬま酒店,東京都八王子市めじろ台1-9-1　かきぬま酒店,042-661-3085,10:00～20:00 水曜日定休,https://tabi-sake.com/shop/14kakinumasaketen/,14.東京
半田酒店,東京都墨田区押上2-12-7-101　半田酒店,03-3622-6818,10:00～22:00、日曜日定休,https://tabi-sake.com/shop/14handasaketen/,14.東京
河内屋,東京都文京区本郷4-26-8　河内屋酒店,03-3811-1308,9:00～21:00,https://tabi-sake.com/shop/14kawachiyahongou/,14.東京
民芸あき 本店,東京都八丈島八丈町三根1542　民芸あき 本店,04996-2-2093,8:30～17:30,https://tabi-sake.com/shop/14mingeiakihonten/,14.東京
山田屋,東京都八丈島八丈町三根1952-1　山田屋,04996-2-1161,10:00～19:00、月曜日定休,https://tabi-sake.com/shop/14yamadaya/,14.東京
銀座 C&C Member's CLUB,東京都中央区銀座7-8-14　銀座108ビル2F　銀座 C&C Member's CLUB,03-3572-3652,,https://tabi-sake.com/shop/14cc_membersclub/,14.東京
会員制カラオケラウンジ ｅｎ,東京都中央区銀座8-5-12　第2ポールスタービル2階,03-3572-4486,,https://tabi-sake.com/shop/14karaokeen/,14.東京
炭火割烹　白坂,東京都港区赤坂6-3-9　炭火割烹 白坂,03-5797-7066,18:00～23:00（最終入店 21:00）</br>定休日：日曜日 (土曜日／祝日は不定休),https://tabi-sake.com/shop/14shirosaka/,14.東京
酒の勝鬨,東京都中央区築地7-10-11　酒の勝鬨,03-3543-6301,日曜・祝日定休,https://tabi-sake.com/shop/14sakenokachidoki/,14.東京
後藤酒店,熊本県阿蘇郡南小国町大字満願寺６９９１－１,0967-44-0027,8:40～22:00,https://tabi-sake.com/shop/15%e3%80%80%e5%be%8c%e8%97%a4%e9%85%92%e5%ba%97/,15.阿蘇
マルサン　児玉酒店,熊本県阿蘇郡小国町宮原1685,0967-46-2003,8:30～19:30,https://tabi-sake.com/shop/%e9%bb%92%e5%b7%9d%e6%b8%a9%e6%b3%89%e3%80%80%e3%83%9e%e3%83%ab%e3%82%b5%e3%83%b3%e3%80%80%e5%85%90%e7%8e%89%e9%85%92%e5%ba%97/,15.阿蘇
河津酒造　小売り部,熊本県阿蘇郡小国町宮原1734-2,0967-46-2311,8:30～17:30,https://tabi-sake.com/shop/%e9%bb%92%e5%b7%9d%e6%b8%a9%e6%b3%89%e3%80%80%e6%b2%b3%e6%b4%a5%e9%85%92%e9%80%a0%e3%80%80%e5%b0%8f%e5%a3%b2%e3%82%8a%e9%83%a8/,15.阿蘇
河津酒造　道の駅店（地酒屋）,熊本県阿蘇郡小国町宮原1760-3 地酒屋,0967-46-6151,10:00～17:30（定休日：火曜）,https://tabi-sake.com/shop/15jizakeyamichinoeki/,15.阿蘇
黒川温泉　旅館　こうの湯,熊本県阿蘇郡南小国町満願寺6784,0967-48-8700,,https://tabi-sake.com/shop/%e9%bb%92%e5%b7%9d%e6%b8%a9%e6%b3%89%e3%80%80%e6%97%85%e9%a4%a8%e3%80%80%e3%81%93%e3%81%86%e3%81%ae%e6%b9%af/,15.阿蘇
黒川温泉　山あいの宿　山みず木,熊本県阿蘇郡南小国町万願寺6392-2,0967-44-0336,,https://tabi-sake.com/shop/15%e9%bb%92%e5%b7%9d%e6%b8%a9%e6%b3%89%e3%80%80%e5%b1%b1%e3%81%82%e3%81%84%e3%81%ae%e5%ae%bf%e3%80%80%e5%b1%b1%e3%81%bf%e3%81%9a%e6%9c%a8/,15.阿蘇
福城屋　view!,熊本県熊本市中央区新町4丁目3-23　福城屋酒店,096ｰ352ｰ7076,9:00～20:00 日曜日定休,https://tabi-sake.com/shop/15fukushiroyasaketen/,15.阿蘇
熊本エアポート あそ～らゲート店,熊本県上益城郡益城町小谷1802-2　阿蘇くまもと空港1F　,096-232-2442,6:30～最終便出発時刻まで,https://tabi-sake.com/shop/15kumamotoasoragate/,15.阿蘇
douce Nucca（ドゥース ヌッカ）,熊本県阿蘇市永草3037　douce Nucca,0967-34-9700,11:00～17:00,https://tabi-sake.com/shop/15douce-nucca/,15.阿蘇
熊本エアポート　あそ～ら ロビー店,熊本県上益城郡益城町小谷１８０２－２　阿蘇くまもと空港1F,096-232-2442,6:30～最終便到着まで,https://tabi-sake.com/shop/15asoralobby/,15.阿蘇
道の駅 「波野」神楽苑,熊本県阿蘇市波野大字小地野1602　道の駅波野,0967-24-2331,8:00～18:00、毎月第2水曜日定休,https://tabi-sake.com/shop/15michinoekinamino/,15.阿蘇
南小国町総合物産館 きよらカァサ,熊本県阿蘇郡南小国町赤馬場1789-1　南小国町総合物産館 きよらカァサ,0967-42-1213,9:00～18:00</br>休館日 毎週 第一・第三水曜日・年末年始,https://tabi-sake.com/shop/15minamioguni-kiyora/,15.阿蘇
ホテル十和田荘 売店,青森県十和田市奥瀬十和田湖畔休屋340 ホテル十和田荘,0176-75-2221,,https://tabi-sake.com/shop/%e5%a5%a5%e5%85%a5%e7%80%ac%e5%8d%81%e5%92%8c%e7%94%b0%e6%b9%96%e7%95%94%e3%80%80%e3%83%9b%e3%83%86%e3%83%ab%e5%8d%81%e5%92%8c%e7%94%b0%e8%8d%98/,16.奥入瀬十和田湖畔
渓流の駅　おいらせ,青森県十和田市大字奥瀬字杤久保11-12,0176-74-1121,<p class="access">青森県十和田市大字奥瀬字杤久保11-12</p><h3 class="name"><a href="https://tabi-sake.com/shop/%e5%a5%a5%e5%85%a5%e7%80%ac%e5%8d%81%e5%92%8c%e7%94%b0%e6%b9%96%e7%95%94%e3%80%80%e6%b8%93%e6%b5%81%e3%81%ae%e9%a7%85%e3%80%80%e3%81%8a%e3%81%84%e3%82%89%e3%81%9b/">渓流の駅　おいらせ</a></h3><p class="access"></p><p class="comment">電話番号　0176-74-1121</p><p class="comment">営業時間　8:00～17:00<br/><span style="color: #ff0000"><strong>11月上旬～4月上旬まで冬季閉鎖</strong></span></p><p class="access">※状況により未入荷の場合があります</p> </li>,https://tabi-sake.com/shop/%e5%a5%a5%e5%85%a5%e7%80%ac%e5%8d%81%e5%92%8c%e7%94%b0%e6%b9%96%e7%95%94%e3%80%80%e6%b8%93%e6%b5%81%e3%81%ae%e9%a7%85%e3%80%80%e3%81%8a%e3%81%84%e3%82%89%e3%81%9b/,16.奥入瀬十和田湖畔
道の駅「奥入瀬」　奥入瀬ろまんパーク　四季彩館,青森県十和田市大字奥瀬字塘道39-1,0176-72-3201,5月～10月 8:30～19:00 11月～4月 9:00～18:00 休業 年末年始,https://tabi-sake.com/shop/%e5%a5%a5%e5%85%a5%e7%80%ac%e5%8d%81%e5%92%8c%e7%94%b0%e6%b9%96%e7%95%94%e3%80%80%e9%81%93%e3%81%ae%e9%a7%85%e5%a5%a5%e5%85%a5%e7%80%ac%e3%80%80%e5%9b%9b%e5%ad%a3%e5%bd%a9%e9%a4%a8/,16.奥入瀬十和田湖畔
さかやかまど　Yショップ小栄商店,青森県十和田市大字奥瀬字中平５１−２　小栄商店,0176-72-2045,年中無休 6:00～19:00,https://tabi-sake.com/shop/16%e5%b0%8f%e6%a0%84%e5%95%86%e5%ba%97/,16.奥入瀬十和田湖畔
アスパム物産　アスパム店,青森県青森市安方1丁目1−40 青森県観光物産館アスパム1階　アスパム物産アスパム店,017-734-4550,9:00～19:00（4月～10月）</br>9:30～18:00（11月～3月）,https://tabi-sake.com/shop/16aspmbussan/,16.奥入瀬十和田湖畔
IWATAYA 　岩田屋本店　本館,福岡県福岡市中央区天神2-5-35　岩田屋本店,092-734-4271,10:00～20:00,https://tabi-sake.com/shop/%e5%8d%9a%e5%a4%9a%e3%80%80iwataya-%e3%80%80%e5%b2%a9%e7%94%b0%e5%b1%8b%e6%9c%ac%e5%ba%97/,17.福岡
セブンイレブン 博多駅前通店,福岡県福岡市博多区博多駅前3丁目26-1　セブンイレブン 博多駅前通店,092-481-0077,24時間営業,https://tabi-sake.com/shop/seven_hakataekimaest/,17.福岡
ファミリーマート　博多駅前店,福岡県福岡市博多区博多駅前1丁目15-20　ファミリーマート 博多駅前店,092-433-2210,24時間営業,https://tabi-sake.com/shop/17fami_hakataekimae/,17.福岡
ファミリーマート　博多駅東2丁目店,福岡県福岡市博多区博多駅東2丁目3-12　ファミリーマート 博多駅東２丁目店,092-433-0240,24時間営業,https://tabi-sake.com/shop/fami_hatakahigashi2/,17.福岡
リカーショップくまお,福岡県大野城市緑が丘4-10-13　リカーショップくまお,092-596-1808,定休日）日曜・月曜・祝日、不定休あり,https://tabi-sake.com/shop/17kumao/,17.福岡
道の駅「白川郷」,岐阜県大野郡白川村飯島411,05769-6-1310,8:30～17:00,https://tabi-sake.com/shop/%e9%a3%9b%e9%a8%a8%e9%ab%98%e5%b1%b1%e7%99%bd%e5%b7%9d%e9%83%b7%e3%80%80%e9%81%93%e3%81%ae%e9%a7%85%e3%80%8c%e7%99%bd%e5%b7%9d%e9%83%b7%e3%80%8d/,18.飛騨高山白川郷
今藤商店,岐阜県大野郡白川村荻町226,05769-6-1041,9:00～18:00,https://tabi-sake.com/shop/%e9%a3%9b%e9%a8%a8%e9%ab%98%e5%b1%b1%e7%99%bd%e5%b7%9d%e9%83%b7%e3%80%80%e4%bb%8a%e8%97%a4%e5%95%86%e5%ba%97/,18.飛騨高山白川郷
飛騨特産土産物　さくら井や,岐阜県高山市花里町5丁目20 ,0577-34-0931,,https://tabi-sake.com/shop/18-%e9%a3%9b%e9%a8%a8%e9%ab%98%e5%b1%b1%e7%99%bd%e5%b7%9d%e9%83%b7%e3%80%80%e9%a3%9b%e9%a8%a8%e7%89%b9%e7%94%a3%e5%9c%9f%e7%94%a3%e7%89%a9%e3%80%80%e3%81%95%e3%81%8f%e3%82%89%e4%ba%95%e3%82%84/,18.飛騨高山白川郷
道の駅 奥飛騨温泉郷上宝・物産館,岐阜県高山市奥飛騨温泉郷田頃家11番地1　道の駅 奥飛騨温泉郷上宝,0578-89-3746,9:00～17:00（11月～3月は水曜定休、16:00まで）,https://tabi-sake.com/shop/18michi_okuhidaonsenkamitakara/,18.飛騨高山白川郷
飛騨物産館,岐阜県高山市西之一色町2-180 高山グリーンホテル1F　飛騨物産館,0577-33-5505,7:00～22:00,https://tabi-sake.com/shop/18takayamag_hidabussankan/,18.飛騨高山白川郷
白啓酒店,岐阜県高山市本町2丁目58番地　白啓酒店,0577-33-0206,9:00～20:00,https://tabi-sake.com/shop/18shirakeisaketen/,18.飛騨高山白川郷
森商店（リカープラザ モリ),岐阜県高山市荘川町牧戸11-1　森商店,05769-2-2008,水曜日定休,https://tabi-sake.com/shop/18morisyouten/,18.飛騨高山白川郷
長崎お土産 すみや　かもめ市場店,長崎県長崎市尾上町1-67　長崎街道かもめ市場,095-828-3733,8：30～20：00,https://tabi-sake.com/shop/%e3%81%99%e3%81%bf%e3%82%84/,19.長崎
吉田酒店,長崎県長崎市恵美須町７－２５,095-821-1695,9：30～21：00,https://tabi-sake.com/shop/%e5%90%89%e7%94%b0%e9%85%92%e5%ba%97/,19.長崎
稲佐山観光ホテル　レストラン珍陀亭,長崎県長崎市曙町 40-23,095‐861‐4151,,https://tabi-sake.com/shop/%e9%95%b7%e5%b4%8e%e3%80%80%e7%a8%b2%e4%bd%90%e5%b1%b1%e8%a6%b3%e5%85%89%e3%83%9b%e3%83%86%e3%83%ab/,19.長崎
島原温泉 ホテル南風楼,長崎県島原市弁天町２丁目７３３１−１,0957-62-5111,,https://tabi-sake.com/shop/%e9%95%b7%e5%b4%8e%e5%b8%82%e3%83%bb%e5%b3%b6%e5%8e%9f%e3%80%80%e5%b3%b6%e5%8e%9f%e6%b8%a9%e6%b3%89-%e3%83%9b%e3%83%86%e3%83%ab%e5%8d%97%e9%a2%a8%e6%a5%bc/,19.長崎
雲仙温泉　青雲荘,長崎県雲仙市小浜町雲仙500-1　青雲荘,0957-73-3273,,https://tabi-sake.com/shop/unzen_seiunsou/,19.長崎
HOTEL シーサイド島原,長崎県島原市新湊1丁目38番地1,0957-64-2000,,https://tabi-sake.com/shop/19-hotel-%e3%82%b7%e3%83%bc%e3%82%b5%e3%82%a4%e3%83%89%e5%b3%b6%e5%8e%9f/,19.長崎
長崎物産館,長崎県長崎市大黒町3-1　県営バスターミナル2階,095-821-6580,午前9：00～午後6：00（7・8月は午後7：00まで）年末年始以外　無休,https://tabi-sake.com/shop/%e9%95%b7%e5%b4%8e%e5%b8%82%e3%80%80%e9%95%b7%e5%b4%8e%e7%89%a9%e7%94%a3%e9%a4%a8-2/,19.長崎
